High,Low,Open,Close,Volume,Adj Close,Return,Date,Week_Number,Year,mean_return,volatility
57.099998474121094,56.11000061035156,56.779998779296875,56.63999938964844,2245900.0,52.60600280761719,0.0,2019-01-02,00,2019,0.38799999999999996,0.526244239873464
57.099998474121094,56.279998779296875,56.54999923706055,56.7400016784668,1689300.0,52.69887924194336,0.177,2019-01-03,00,2019,0.38799999999999996,0.526244239873464
57.61000061035156,56.66999816894531,56.81999969482422,57.29999923706055,1897000.0,53.218994140625,0.987,2019-01-04,00,2019,0.38799999999999996,0.526244239873464
57.7599983215332,56.7599983215332,57.08000183105469,57.56999969482422,1930100.0,53.46976089477539,0.471,2019-01-07,01,2019,0.44320000000000004,0.19508639111942178
58.0,57.22999954223633,57.54999923706055,57.88999938964844,2168100.0,53.7669677734375,0.556,2019-01-08,01,2019,0.44320000000000004,0.19508639111942178
58.529998779296875,57.70000076293945,57.81999969482422,57.95000076293945,2497600.0,53.822696685791016,0.104,2019-01-09,01,2019,0.44320000000000004,0.19508639111942178
58.459999084472656,57.66999816894531,58.0,58.290000915527344,2080700.0,54.138484954833984,0.587,2019-01-10,01,2019,0.44320000000000004,0.19508639111942178
58.650001525878906,57.93000030517578,58.5,58.58000183105469,1432700.0,54.40782928466797,0.498,2019-01-11,01,2019,0.44320000000000004,0.19508639111942178
58.75,58.04999923706055,58.380001068115234,58.540000915527344,2450900.0,54.37067794799805,-0.068,2019-01-14,02,2019,0.2902,0.6230206256617833
59.41999816894531,58.619998931884766,58.630001068115234,59.310001373291016,1437900.0,55.085838317871094,1.315,2019-01-15,02,2019,0.2902,0.6230206256617833
59.400001525878906,58.88999938964844,59.15999984741211,59.119998931884766,1936400.0,54.90937042236328,-0.32,2019-01-16,02,2019,0.2902,0.6230206256617833
59.52000045776367,58.630001068115234,58.939998626708984,59.279998779296875,1365400.0,55.05796813964844,0.271,2019-01-17,02,2019,0.2902,0.6230206256617833
59.95000076293945,59.25,59.540000915527344,59.43000030517578,2403700.0,55.197288513183594,0.253,2019-01-18,02,2019,0.2902,0.6230206256617833
59.599998474121094,58.13999938964844,59.36000061035156,58.70000076293945,2260800.0,54.51927947998047,-1.228,2019-01-22,03,2019,-0.69325,1.4544587481259137
59.25,58.599998474121094,58.709999084472656,59.130001068115234,3072100.0,54.91865539550781,0.733,2019-01-23,03,2019,-0.69325,1.4544587481259137
58.27000045776367,57.439998626708984,58.2599983215332,57.65999984741211,2732800.0,53.55335235595703,-2.486,2019-01-24,03,2019,-0.69325,1.4544587481259137
58.279998779296875,57.65999984741211,57.79999923706055,57.779998779296875,1728500.0,53.66480255126953,0.208,2019-01-25,03,2019,-0.69325,1.4544587481259137
58.13999938964844,57.279998779296875,57.75,58.119998931884766,1679400.0,53.980587005615234,0.588,2019-01-28,04,2019,0.321,1.0926406088005334
58.36000061035156,57.86000061035156,57.97999954223633,58.22999954223633,1758700.0,54.08275604248047,0.189,2019-01-29,04,2019,0.321,1.0926406088005334
58.689998626708984,57.7599983215332,58.119998931884766,57.83000183105469,3763200.0,53.71124267578125,-0.687,2019-01-30,04,2019,0.321,1.0926406088005334
59.060001373291016,57.83000183105469,57.849998474121094,59.0099983215332,3060500.0,54.80720138549805,2.04,2019-01-31,04,2019,0.321,1.0926406088005334
59.40999984741211,58.099998474121094,59.209999084472656,58.70000076293945,2316400.0,54.51927947998047,-0.525,2019-02-01,04,2019,0.321,1.0926406088005334
59.11000061035156,58.43000030517578,58.81999969482422,58.91999816894531,2226700.0,54.723609924316406,0.375,2019-02-04,05,2019,-1.1380000000000001,2.5514620318554617
59.310001373291016,58.75,58.81999969482422,59.13999938964844,2339100.0,54.92794418334961,0.373,2019-02-05,05,2019,-1.1380000000000001,2.5514620318554617
59.4900016784668,58.689998626708984,59.13999938964844,59.15999984741211,2682200.0,54.9465217590332,0.034,2019-02-06,05,2019,-1.1380000000000001,2.5514620318554617
57.869998931884766,55.52000045776367,56.560001373291016,55.84000015258789,8770600.0,51.862979888916016,-5.612,2019-02-07,05,2019,-1.1380000000000001,2.5514620318554617
